0.911933	1.57002	1.71336	1.06734	1.71364	2.31589
1.63153	2.69872	2.82005	3.63384	4.09801	1.46403
0.908003	4.06325	4.20127	4.62407	2.7518	1.25637
0.868776	4.70876	3.95169	5.77777	4.48564	1.87435
1.85356	5.46415	4.20439	4.50503	3.60117	1.34399
1.67057	3.60128	7.94994	4.18464	4.0255	0.809219
1.96845	6.57037	2.75949	3.84514	3.64512	1.0745
1.07511	4.5377	3.3236	2.54902	3.4128	0.915163
