,0
253,-0.018431674185970897
254,7.548977169539827
255,2.692582224261018
256,3.24789280831866
257,0.4375105185348477
258,0.12184782570467108
259,4.974232372898214
260,2.0765401539420147
261,3.2533009047938557
262,0.10376200860700564
263,0.08372512998055058
264,4.409218433517411
265,1.9561485143256727
266,-2.5794906894925327
267,-0.10146961332553713
268,-0.04854989580677966
269,-3.720052127882154
270,-0.4805013935892429
271,-0.003317253371775769
272,1.6745163095573936
273,0.7649657377602449
274,-1.5338696501872409
275,1.9911341942278515
276,3.6747458465703016
277,0.02281882359273177
278,0.028723549386676105
279,4.64738748628338
280,1.11583754035642
281,-5.7933346722683385
282,-0.21267542995771416
283,0.3769807986794945
284,-6.648884101832165
285,2.450032489423116
286,3.543684916484221
287,0.3136831853727984
288,0.1446590684150346
289,5.054720487986066
290,2.390929451694044
291,1.702575284694055
292,-0.1832875394539468
293,-0.3140058329000677
294,4.064959583923172
295,2.3488098449268633
296,2.913751748541989
297,-0.02301531105315553
298,-0.18976957705750505
299,5.263070818385625
300,0.8802197578872164
301,3.2379532368131345
302,0.17931492531569845
303,0.020520886343871832
304,3.576842383939969
305,0.7644413750346548
306,2.749822192434572
307,0.1560767797289067
308,0.02733731372046801
309,3.623130581986617
310,-1.2793167789272035
311,7.097514426284138
312,-0.04902354525245528
313,0.4554866919399953
314,7.147087873776028
315,-2.5772185550067377
316,-4.062328810287683
317,-0.4107837579153943
318,-0.04337390764765454
319,-5.617096892463585
320,0.6231579833543645
321,5.018760997507742
322,0.1948666409722174
323,0.036594384776131694
324,4.994580693213256
325,-16.081520176264284
326,2.9482551690489296
327,-1.8246311075808617
328,-1.9038755429881484
329,-9.563949203000556
330,1.8625092265096108
331,3.9205636186597967
332,0.15878114787816328
333,0.05756927764615113
334,4.934355619842257
335,0.6812848846033671
336,4.095634542948037
337,1.0982592767630364
338,-3.656055826511246
339,2.095244280142933
340,3.339392245096304
341,3.5287656713950217
342,0.26262232987598383
343,0.0607688692608161
344,4.458420830423742
345,2.232177402027038
346,3.371066567496311
347,0.256541314890889
348,0.05162060095070059
349,4.050144675446786
350,5.058497117166585
351,4.6831521416739434
352,2.5388740381831028
353,0.12857808487268585
354,8.970904093265506
355,3.6283335502438887
356,11.078934774124694
357,1.3255529050151875
358,0.1903921782853264
359,13.802642452985737
360,4.999859778109047
361,2.7555720060018283
362,1.3303633743146868
363,-0.011995080460720002
364,6.916854695353631
365,4.230246516008068
366,5.345684934314294
367,1.089283803794024
368,0.037992834820971336
369,8.803625471698668
370,1.9502403047702064
371,3.2473163921723343
372,0.2293216006613105
373,0.02700892113931383
374,3.5362361305045207
375,1.625752130071324
376,3.0497732530822894
377,0.2301944839187451
378,0.03190785462616681
379,3.4696575575211037
380,2.110552156816248
381,5.1658130632445385
382,0.22518319793651845
383,0.07673422620436965
384,6.201298311677236
385,3.4364726718254763
386,-3.107560517098748
387,1.2245277691397254
388,-6.270823322667567
389,5.924381828763705
390,10.027988265187727
391,2.5515231806199217
392,-0.05794265026227634
393,-0.018651629326366874
394,-2.9805360641430942
395,2.1405512658917845
396,4.336393235995353
397,0.20359590373899344
398,0.057269030761233325
399,5.476680570511496
400,1.8042088573881097
401,3.455327046640363
402,0.2706501079026582
403,0.03377252646102291
404,4.141720822874399
405,3.002029961744986
406,3.6588501468794736
407,0.26995035338735346
408,0.06200617672931945
409,4.379242629021388
410,-2.7642392256301465
411,-10.76749269173432
412,-0.7414513032947266
413,-0.14104602159027496
414,-12.926988399673913
415,13.699471262787332
416,2.5161131529481544
417,0.9093402370905034
418,27.75996366135368
419,15.197322125058653
420,2.2665897838092857
421,3.88332388927472
422,0.08369695541467456
423,0.28737300352667616
424,-5.8995738202356955
425,3.075475981335417
426,7.5942029116065575
427,0.2855350424088431
428,0.14170271418905922
429,9.905578302212673
430,5.4147192029457
431,-1.3534259912371185
432,-0.08086049454195543
433,2.274114547432728
434,0.928252413611576
435,2.5584411330129164
436,6.15686790502397
437,0.3389027944225719
438,0.07353588142417136
439,7.4738097505917
440,4.532852997577447
441,3.665270735650773
442,0.13005495176691734
443,0.07222318234627079
444,4.953253617636795
445,-2.1631997489869508
446,-3.3431230859185765
447,-0.11632968638260767
448,-0.05772366131770619
449,-3.9886684458766983
450,2.366685333361766
451,5.751186146677332
452,0.13278313093121086
453,0.08120593468272247
454,6.8844971863330935
455,-8.680146246887633
456,-0.4886273192001299
457,0.8115211040660507
458,2.1644359776785134
459,0.27743598625922505
460,0.5837615828437316
461,8.588050492589028
462,0.30749748992699355
463,0.016549471025579927
464,8.619725353545133
465,-7.3258361616937115
466,1.343973833923378
467,-0.010863615012143777
468,-0.026037743630372357
469,-6.968358506298848
470,1.7668313097849018
471,-0.336959135753868
472,-0.11630540229307823
473,-0.06964354467370533
474,-1.6231144858499262
475,2.510267836472919
476,5.652494936866606
477,0.18027093474073455
478,0.06570505420712335
479,7.9799462085550825
