,0
0,6.452940476527747
1,0.017452427032403902
2,1.5823441781922594
3,2.29304556914562
4,2.1205701299477155
5,3.9511254223323777
6,12.720648295473962
7,-19.32780108687333
8,5.587887649523427
9,9.382981716279655
10,3.1068379351696915
11,7.5635886871054945
12,0.5021157881625241
13,0.6370489904707743
14,12.035630285866239
15,-2.9013022475587107
16,-3.222112105672021
17,-0.3685666585153925
18,-0.5622975829530218
19,-7.378310130776542
20,4.883865238173198
21,44.839871445737984
22,1.2734506470090594
23,1.2449613606649828
24,49.17751904631211
25,-8.832765462734145
26,-3.129830125824692
27,-1.009460486745499
28,11.699962826922023
29,-3.0100235121158385
30,4.730451596394047
31,19.398232000021764
32,0.4492408553057233
33,0.7538650529897759
34,25.70917572008225
35,17.360476474126187
36,0.0558085135095398
37,-8.915161851863846
38,0.4999297560396155
39,10.33962698653282
40,-7.1684910619699655
41,-10.095655570687525
42,-0.5188847598205351
43,-0.003594586529976744
44,5.933514267615588
45,5.6268383834941975
46,52.05162014785556
47,1.4860281902642665
48,1.3027446393095408
49,57.23106135932661
50,0.4127063216863823
51,-2.89715805082966
52,0.13775385038810556
53,-2.5782625287588643
54,11.094715050351565
55,121.3736767426717
56,858.4441949847163
57,-136.2602029680254
58,-14917.824162164141
59,-1308.9226779491687
60,-8.826896872563818
61,-0.4822439480596588
62,-0.08207115519152801
63,-0.056271300796502034
64,-10.161657899036626
65,9.781176163640238
66,-7.018822198084347
67,-0.4281507185570443
68,-0.06067175707312725
69,2.5601185482121545
70,2.1988100650512403
71,4.94146593701689
72,0.5414522231548266
73,0.10758688313501744
74,6.452132037684523
75,1.04520132953796
76,0.40580501034433264
77,0.5557632457317807
78,3.647280904487812
79,1.9572709095482477
80,-6.133158331486597
81,1.9259800144894963
82,-0.05622737184423306
83,-0.07317187546012881
84,-4.606057059867021
85,0.5090708709368288
86,7.7991780021199855
87,0.3938016865144999
88,0.011456295540682209
89,7.934504812425687
90,1.7346246918868986
91,2.9785437815441047
92,0.2761674885768465
93,0.08594649186120784
94,3.6912046838682935
95,3.0920300189398717
96,3.254034605875087
97,0.3242818059964016
98,0.11249529246694492
99,4.061228309377121
100,1.5733934202002269
101,3.846028271635981
102,-3.446704745925281
103,0.7428995126333982
104,2.757087465346284
105,2.1801989875039647
106,5.0953548515226865
107,0.4821723058401047
108,0.10613120162729524
109,6.491888883632022
110,4.135135086622975
111,21.622857095800505
112,1.1930951845651585
113,0.3546119954315637
114,24.13723253277645
115,25.59161319514659
116,0.4327278735778567
117,-12.672479244276273
118,-0.4534503562217316
119,15.342785333132591
120,-0.7286315951594586
121,5.60078580015758
122,1.780980678114221
123,1.8428972608854857
124,-5.7435441824383675
125,-3.2656608153511715
126,-13.002561585046088
127,-0.9071625239471414
128,-0.318220225656352
129,-15.370656903763466
130,3.818540278715511
131,-4.982189383679924
132,-0.293923567430938
133,-0.10360409865390376
134,-6.703401473173928
135,2.2865397488762094
136,4.725684268858811
137,0.4695236651703317
138,0.11500507383970834
139,6.059010603821082
140,-1.2377287678465678
141,5.98590920279524
142,0.22455523369505687
143,-0.3593365448653575
144,6.0576688849281
145,2.385202824013166
146,3.470595868643259
147,0.22097658034080275
148,0.17937707448292708
149,4.887724742750379
150,1.1218931488435242
151,4.093260570536661
152,0.8508014154787317
153,0.1716713428296382
154,-5.176464215375724
155,-1.9655985934979063
156,-4.079947597105809
157,-0.21081113750584893
158,-0.11385288702670444
159,-5.172419531037772
160,2.0885825110527017
161,4.8017394270728575
162,0.36758394613918105
163,0.10933644451645376
164,6.022916708868611
165,4.3296945104930735
166,4.35156724829775
167,0.7721718379891882
168,10.015048057969512
169,-0.9602195065416036
170,1.1880591414851134
171,3.0018806896252688
172,0.12475280415341915
173,0.0019120295766590085
174,3.7508362460785936
175,1.0304877260237946
176,2.780795397971076
177,0.1378180293103742
178,0.025005808296756
179,4.0161893046575114
180,3.117881172428853
181,10.924749307629108
182,0.6992951516716331
183,0.17095289873798586
184,13.095905730962867
185,-11.464579527394587
186,-5.889457831527549
187,11.013694094089768
188,8.747870186105443
189,-11.701049656341937
190,7.535676535212179
191,1.9499758457947105
192,-2.2777584945787748
193,-1.9176483541283718
194,0.4517083456409184
195,2.13206321772302
196,4.2754732409317695
197,0.3331617724728091
198,0.08646452245026623
199,5.450634942596699
200,-2.1243600645662983
201,-3.298483103010936
202,-0.0965154019998722
203,-0.04545446049334123
204,-3.862926531626351
205,4.270423897872904
206,3.6479694722063702
207,0.10670302973547248
208,0.05760196237371935
209,4.814787545743171
210,2.063133277687013
211,3.997645572008629
212,-9.940006932280543e-06
213,0.20059115932436852
214,5.051358622829775
215,-0.02456703731692277
216,-3.2276506898251895
217,-1.8484191256659293
218,1.7349344656683106
219,-3.8742525960056096
220,3.3951998626531545
221,3.1923941517133
222,0.21993151709038533
223,0.04599068589322591
224,4.072396184510873
225,1.851837459787981
226,2.9351959869540685
227,0.2362948946875163
228,0.05350682725042031
229,3.628816166491704
230,-6.321445372875413
231,2.6884431528536346
232,0.1600663765224779
233,0.06331764400389901
234,-3.8144239704613896
235,9.038884712114092
236,1.3139596668726452
237,0.2532545047755934
238,-0.06846115574572836
239,6.939714247460612
240,-4.5414756113807355
241,-0.21730912970856428
242,1.8636879084950628
243,-0.4090335725521303
244,0.08856753935532258
245,-3.1069804077344263
246,-12.371518492065228
247,-0.7536393820773801
248,-0.2758316046094286
249,-14.543982314629606
250,-0.7433669907201573
251,6.866615684791081
252,-0.19496001948669414
