a1-h,a2-h,bias-h
0.003064451278503977,0.003539191870348419,0.7959491918827863
2.3859519552149537,1.222034743822772,-0.3602922851337904
0.1326354829107625,0.003722711685677979,0.6739955026390491
4.063119811695558,-0.013629659780710865,-3.245987318369525
0.2505776558875383,0.13715696814342304,0.41737868226123415
-3.3655772457466124,-0.00040378354764193485,4.179971658225539
-8.546986205123192,-0.5099910225532592,-7.237035774204746
0.4256828098931725,-0.0018827303897310406,0.3836426752300252
-1.1341570145293585,0.31058199647211193,-0.637365106683896
0.954717769729884,-0.4883603445537622,0.3447648078454593
-0.025182709481182786,0.4335348424642665,0.3934823039999025
0.19481934337475768,-0.03646950159972455,0.6474649100542864
-0.4276664761325542,-0.22429844490622605,0.15432873843299474
-0.5112411914031886,0.42180896363149867,-0.12154900008560625
0.1997508343965416,0.4322311532986707,0.17779083957820985
-2.704517200745374,-0.46093972627734103,-2.3632581328509707
0.4393301498337152,4.170549719787696e-05,0.36522793903989176
-1.0501845975502282,2.491760720334247,-0.6350830367603753
0.2367057876456232,0.021610234924342168,0.5913103116774021
-0.015348558588578238,0.4477742698578601,0.3662018922648931
-1.2801493237848465,-0.8153436242839912,0.3465242593821482
0.44621588467422657,-0.03501732900750845,0.3204114917319449
-0.5168491543616843,0.9907232005063624,0.3377423046044557
1.8357942442576851,0.4404229304712348,2.2011607720503146
0.003445584424118612,-0.2334050913988459,0.5733697845413754
0.8303612525227434,0.3961496707138304,-0.4170868286807853
0.4791130780510916,-0.4338788245496642,-0.09668029145739973
0.15720950134374134,0.4651349423676788,0.4879147434978633
-0.7771781847506464,0.4235987301977819,-0.3899949954621331
-1.336453608109299,1.8480692087202475,0.2922367164801835
-0.980719070503667,2.169124261572636,-0.3787197481235508
0.16489440009477838,-0.4087137803631719,0.2358304162556801
0.2911479345357325,-0.1550012824035281,0.36069371656855975
0.4824728862954688,-0.004482924224145442,0.3223971526200278
-1.2701001844874658,1.7161988229212881,0.3657370657305352
-0.1263657424548459,0.3505408835123774,0.5801032447081723
-0.7007847657647907,0.9588115056102776,0.5473252369768785
-1.3401474563719262,1.8181692936203402,0.3332134413063597
0.4282423786657567,2.1266529663378617,-1.7547373210977282
0.0078111024562371265,0.43652833503800176,0.3719405588525547
0.8926860435714855,-0.4401355153975877,0.35537717815854913
-0.2609379848974564,-0.0017531191541819945,0.5462736852930705
1.943691777198976,0.27335228041996623,2.477578877746023
-0.014811890580422503,0.3886906597438481,0.423615152611451
-0.7597847643928048,-1.1912378598806812,0.3794494910720824
0.4083902384359677,0.007902964481129513,0.40078369540294745
0.266021507819214,-5.2323009543555985,-4.691725355641188
-0.050053907979124734,0.4578685724023273,0.3080716050535293
